Hierarchy,Id,Term,Condition
constatation clinique (constatation),26904005,exostose sous-unguéale (trouble),Existing localized concept
constatation clinique (constatation),26935004,tuberculose de la glande thyroïde (trouble),Existing localized concept
constatation clinique (constatation),26944003,anémie mégaloblastique aiguë causée par la dialyse (trouble),Existing localized concept
constatation clinique (constatation),26988005,miliaire pustuleuse (trouble),Existing localized concept
constatation clinique (constatation),27007008,cicatrice d'un muscle papillaire (trouble),Existing localized concept
constatation clinique (constatation),27020006,conjonctivite folliculaire trachomateuse (trouble),Existing localized concept
constatation clinique (constatation),27038009,kyste d'une glande lacrymale (trouble),Existing localized concept
constatation clinique (constatation),27052006,paludisme à vivax (trouble),Existing localized concept
constatation clinique (constatation),27086002,attitude physique normale (constatation),Existing localized concept
constatation clinique (constatation),27148008,maladie héréditaire de la plaque motrice (trouble),Existing localized concept
constatation clinique (constatation),27152008,vomissements de la grossesse avec déplétion des hydrates de carbone avant la fin de la 22^e^ semaine de gestation (trouble),Existing localized concept
constatation clinique (constatation),27169005,avortement légal compliqué de choc (trouble),Existing localized concept
constatation clinique (constatation),27194006,œdème cornéen (trouble),Existing localized concept
constatation clinique (constatation),27203001,péristaltisme digestif diminué (constatation),Existing localized concept
constatation clinique (constatation),27277001,tophus goutteux du cœur (trouble),Existing localized concept
constatation clinique (constatation),27278006,empyème aigu du sinus sphénoïdal (trouble),Existing localized concept
constatation clinique (constatation),27355003,odontalgie (constatation),Existing localized concept
constatation clinique (constatation),27356002,rhinite granulomateuse (trouble),Existing localized concept
constatation clinique (constatation),27396000,clonus à l'ouverture de la cathode (constatation),Existing localized concept
constatation clinique (constatation),27420004,vulvovaginite herpétique (trouble),Existing localized concept
constatation clinique (constatation),27460003,syphilis primaire du sein (trouble),Existing localized concept
constatation clinique (constatation),27529000,atrophie acquise de l'ovaire (trouble),Existing localized concept
constatation clinique (constatation),27550009,affection vasculaire (trouble),Existing localized concept
constatation clinique (constatation),27572006,myoclonie d'intention (constatation),Existing localized concept
constatation clinique (constatation),27576009,sécrétion normale d'une glande exocrine (constatation),Existing localized concept
constatation clinique (constatation),27614006,abcès intracrânien (trouble),Existing localized concept
constatation clinique (constatation),27618009,paludisme à malariae (trouble),Existing localized concept
constatation clinique (constatation),27624003,maladie chronique (trouble),Existing localized concept
constatation clinique (constatation),27648007,périostite syphilitique congénitale (trouble),Existing localized concept
constatation clinique (constatation),27681008,gonorrhée chronique (trouble),Existing localized concept
constatation clinique (constatation),27719009,hémorragie gastro-intestinale aiguë (trouble),Existing localized concept
constatation clinique (constatation),27745000,granuloma fissuratum (trouble),Existing localized concept
constatation clinique (constatation),27774009,anomalie morphologique congénitale de l'articulation de la cheville (trouble),Existing localized concept
constatation clinique (constatation),27810000,néphrite tubulo-interstitielle virale aiguë (trouble),Existing localized concept
constatation clinique (constatation),27836007,coqueluche (trouble),Existing localized concept
constatation clinique (constatation),27908001,abcès amibien de l'encéphale (trouble),Existing localized concept
constatation clinique (constatation),27942005,choc (trouble),Existing localized concept
constatation clinique (constatation),27943000,malabsorption congénitale du glucose-galactose (trouble),Existing localized concept
constatation clinique (constatation),28031001,réponse immunitaire à médiation cellulaire (trouble),Existing localized concept
constatation clinique (constatation),28072004,oreille en chou-fleur (trouble),Existing localized concept
constatation clinique (constatation),28111002,rhinite atrophique (trouble),Existing localized concept
constatation clinique (constatation),28147001,anémie hémolytique à Clostridium welchii (trouble),Existing localized concept
constatation clinique (constatation),28198007,syphilis primaire d'une lèvre (trouble),Existing localized concept
constatation clinique (constatation),28332004,rupture familiale (constatation),Existing localized concept
constatation clinique (constatation),28357009,perturbation transitoire de l'humeur du post-partum (trouble),Existing localized concept
constatation clinique (constatation),28391008,œdème rétinien localisé (trouble),Existing localized concept
constatation clinique (constatation),28399005,tuberculose de la rate (trouble),Existing localized concept
constatation clinique (constatation),28428009,goutte viscérale (trouble),Existing localized concept
constatation clinique (constatation),28438004,conjonctivite gonococcique du nouveau-né (trouble),Existing localized concept
constatation clinique (constatation),28456004,infection subclinique (trouble),Existing localized concept
constatation clinique (constatation),28463004,kératite rougeoleuse (trouble),Existing localized concept
constatation clinique (constatation),28470004,appréciation du résultat&#44; complication évitable (constatation),Existing localized concept
constatation clinique (constatation),28475009,dépression majeure récurrente sévère avec caractéristiques psychotiques (trouble),Existing localized concept
constatation clinique (constatation),28477001,fièvre à virus Sindbis (trouble),Existing localized concept
constatation clinique (constatation),28487002,constatation à propos de la position fœtale (constatation),Existing localized concept
constatation clinique (constatation),28502008,dénervation sensitive (constatation),Existing localized concept
constatation clinique (constatation),28505005,purpura thrombopénique aigu idiopathique (trouble),Existing localized concept
constatation clinique (constatation),28560003,hypovolémie (trouble),Existing localized concept
constatation clinique (constatation),28572009,gonorrhée chronique des voies génito-urinaires (trouble),Existing localized concept
constatation clinique (constatation),28581003,dysmétrie avec rebond excessif (constatation),Existing localized concept
constatation clinique (constatation),28634005,ataxie cérébrale (trouble),Existing localized concept
constatation clinique (constatation),28637003,néphrite interstitielle aiguë (trouble),Existing localized concept
constatation clinique (constatation),28710006,trouble du métabolisme des stéroïdes (trouble),Existing localized concept
constatation clinique (constatation),28724005,syndrome de cholestase-lymphœdème (trouble),Existing localized concept
constatation clinique (constatation),28743005,toux productive (constatation),Existing localized concept
constatation clinique (constatation),28755004,potentiel de décharge musculaire asynchrone (constatation),Existing localized concept
constatation clinique (constatation),28766006,hépatite virale post-transfusionnelle (trouble),Existing localized concept
constatation clinique (constatation),28944009,infection à cytomégalovirus (trouble),Existing localized concept
constatation clinique (constatation),28979006,pelvis coxarthrolisthétique (trouble),Existing localized concept
constatation clinique (constatation),28996007,mortinaissance d'un foetus prématuré de sexe féminin (1 000 à 2 499 g) (constatation),Existing localized concept
constatation clinique (constatation),29050005,irititis aigu (trouble),Existing localized concept
constatation clinique (constatation),29081001,sporotrichose osseuse (trouble),Existing localized concept
constatation clinique (constatation),29082008,réponse normale des cellules et fibres nerveuses à un stimulus (constatation),Existing localized concept
constatation clinique (constatation),29094004,trouble du métabolisme des porphyrines (trouble),Existing localized concept
constatation clinique (constatation),29155003,ectromélie d'un membre supérieur (trouble),Existing localized concept
constatation clinique (constatation),29268000,hypersensibilité de contact (trouble),Existing localized concept
constatation clinique (constatation),29271008,camptodactylie (trouble),Existing localized concept
constatation clinique (constatation),29322000,insuffisance cérébrovasculaire aiguë (trouble),Existing localized concept
constatation clinique (constatation),29330004,colique salivaire (constatation),Existing localized concept
constatation clinique (constatation),29384001,affection gastrique (trouble),Existing localized concept
constatation clinique (constatation),29500006,rétrécissement urétral causé par la syphilis (trouble),Existing localized concept
constatation clinique (constatation),29524003,atrophie de la prostate (trouble),Existing localized concept
constatation clinique (constatation),29530003,granulome fongique (trouble),Existing localized concept
constatation clinique (constatation),29538005,crise d'hypertonie oculaire paroxystique (trouble),Existing localized concept
constatation clinique (constatation),29542008,spasme utérin (constatation),Existing localized concept
constatation clinique (constatation),29581008,anomalie longitudinale d'un os du tarse (trouble),Existing localized concept
constatation clinique (constatation),29609001,polype du vagin (trouble),Existing localized concept
constatation clinique (constatation),29618004,dégénerescence striatonigrale (trouble),Existing localized concept
constatation clinique (constatation),29658002,absence d'apport d'oxygène (constatation),Existing localized concept
constatation clinique (constatation),29679002,porteur de maladie (constatation),Existing localized concept
constatation clinique (constatation),29731002,pneumothorax tuberculeux (trouble),Existing localized concept
constatation clinique (constatation),29740003,marasme (trouble),Existing localized concept
constatation clinique (constatation),29786001,Listeria conjunctivitis (trouble),Existing localized concept
constatation clinique (constatation),29847008,complication obstétricale liée à l'anesthésie et/ou à la sédation (trouble),Existing localized concept
constatation clinique (constatation),29864006,urétrite gonococcique aiguë (trouble),Existing localized concept
constatation clinique (constatation),29903003,privation sensorielle (constatation),Existing localized concept
constatation clinique (constatation),29943008,kératite dendritique au virus herpes simplex (trouble),Existing localized concept
constatation clinique (constatation),29962006,handicap (constatation),Existing localized concept
constatation clinique (constatation),29976007,trachome&#44; stade initial (trouble),Existing localized concept
constatation clinique (constatation),30041005,glaucome à angle fermé aigu (trouble),Existing localized concept
constatation clinique (constatation),30048004,érythème au froid associé aux hémolysines (trouble),Existing localized concept
constatation clinique (constatation),30057005,polio-encéphalopathie (trouble),Existing localized concept
constatation clinique (constatation),30077003,trouble somatoforme douloureux (trouble),Existing localized concept
constatation clinique (constatation),30080002,iridocyclite syphilitique secondaire (trouble),Existing localized concept
constatation clinique (constatation),30093007,calcul dans un canal biliaire (trouble),Existing localized concept
constatation clinique (constatation),30116001,urétrite à Trichomonas (trouble),Existing localized concept
constatation clinique (constatation),30140009,entérite présumée infectieuse (trouble),Existing localized concept
constatation clinique (constatation),30168008,orchi-épididymite gonococcique aiguë (trouble),Existing localized concept
constatation clinique (constatation),30169000,surdité psychogène (trouble),Existing localized concept
constatation clinique (constatation),30233002,déglutition douloureuse (constatation),Existing localized concept
constatation clinique (constatation),30242009,scarlatine (trouble),Existing localized concept
constatation clinique (constatation),30250000,otite externe aiguë (trouble),Existing localized concept
constatation clinique (constatation),30277009,infarctus aigu du myocarde avec rupture du ventricule (trouble),Existing localized concept
constatation clinique (constatation),30328003,myoendocardite aiguë (trouble),Existing localized concept
constatation clinique (constatation),30390004,dérèglement métabolique généralisé (trouble),Existing localized concept
constatation clinique (constatation),30468000,dolichocôlon (trouble),Existing localized concept
constatation clinique (constatation),30493003,infection intestinale à Proteus mirabilis (trouble),Existing localized concept
constatation clinique (constatation),30553004,perte sensitive d'un nerf spinal (constatation),Existing localized concept
constatation clinique (constatation),30571006,hyperthermie du nouveau-né due à l'environnement (trouble),Existing localized concept
constatation clinique (constatation),30624007,kyste d'une glande sudoripare (trouble),Existing localized concept
constatation clinique (constatation),30657009,chéilite glandulaire avec suppuration profonde (trouble),Existing localized concept
constatation clinique (constatation),30693006,aérophagie (constatation),Existing localized concept
constatation clinique (constatation),30704002,érythème en papillon (constatation),Existing localized concept
constatation clinique (constatation),30731004,glossodynie (trouble),Existing localized concept
constatation clinique (constatation),31005002,syndrome hépatorénal causé par une intervention (trouble),Existing localized concept
constatation clinique (constatation),31015008,syphilis anale primaire (trouble),Existing localized concept
constatation clinique (constatation),31021007,kyste orbitaire (trouble),Existing localized concept
constatation clinique (constatation),31090002,constatation d'une matité cardiaque à la percussion (constatation),Existing localized concept
constatation clinique (constatation),31097004,syndrome postpoliomyélite (trouble),Existing localized concept
constatation clinique (constatation),31112008,méningo-encéphalite tuberculeuse (trouble),Existing localized concept
constatation clinique (constatation),31137003,syphilis latente précoce&#44; sérologie positive&#44; liquide cérébrospinal négatif&#44; moins de deux ans après l'infection (trouble),Existing localized concept
constatation clinique (constatation),31249007,ostéochondrose juvénile d'une main (trouble),Existing localized concept
constatation clinique (constatation),31258000,kyste du pancréas (trouble),Existing localized concept
constatation clinique (constatation),31327004,choc des brûlés (trouble),Existing localized concept
constatation clinique (constatation),31429000,dysgénésie corticale cérébrale (trouble),Existing localized concept
constatation clinique (constatation),31438003,pharmacorésistance (trouble),Existing localized concept
constatation clinique (constatation),31500004,brûlures au troisième degré en plusieurs localisations avec perte d'une partie du corps (trouble),Existing localized concept
constatation clinique (constatation),31524007,polyneuropathie ourlienne (trouble),Existing localized concept
constatation clinique (constatation),31541009,sarcoïdose (trouble),Existing localized concept
constatation clinique (constatation),31568009,Listeria meningitis (trouble),Existing localized concept
constatation clinique (constatation),31615009,hypoparathyroïdie néonatale transitoire (trouble),Existing localized concept
constatation clinique (constatation),31642005,gingivite aiguë (trouble),Existing localized concept
constatation clinique (constatation),31646008,encéphalite ourlienne (trouble),Existing localized concept
constatation clinique (constatation),31758001,état post-critique (constatation),Existing localized concept
constatation clinique (constatation),31783001,stomatite radique (trouble),Existing localized concept
constatation clinique (constatation),31786009,ulcération des bronchioles (trouble),Existing localized concept
constatation clinique (constatation),31819001,infection à Mucor (trouble),Existing localized concept
constatation clinique (constatation),31820007,anémie d'origine endocrinienne (trouble),Existing localized concept
constatation clinique (constatation),31821006,cicatrice utérine d'une chirurgie antérieure affectant la grossesse (trouble),Existing localized concept
constatation clinique (constatation),31841001,nécrose hémorragique de l'intestin (trouble),Existing localized concept
constatation clinique (constatation),31881008,maladie cardiovasculaire et rénale (trouble),Existing localized concept
constatation clinique (constatation),31935007,complication causée par une vaccination (trouble),Existing localized concept
constatation clinique (constatation),31945009,pelvis cyphotique (trouble),Existing localized concept
constatation clinique (constatation),31991001,phagocytose leucocytaire (constatation),Existing localized concept
constatation clinique (constatation),31999004,endométrite gonococcique chronique (trouble),Existing localized concept
constatation clinique (constatation),32082000,compétence (constatation),Existing localized concept
constatation clinique (constatation),32093003,néphrite tubulo-interstitielle aiguë médicamenteuse (trouble),Existing localized concept
constatation clinique (constatation),32094009,anémie mégaloblastique causée par Diphyllobothrium latum (trouble),Existing localized concept
constatation clinique (constatation),32097002,entérite nécrosante (trouble),Existing localized concept
constatation clinique (constatation),32215002,mal des rayons subaigu (trouble),Existing localized concept
constatation clinique (constatation),32268008,tuberculose de la vessie (trouble),Existing localized concept
constatation clinique (constatation),32279003,constatation à propos des mouvements fœtaux (constatation),Existing localized concept
constatation clinique (constatation),32284009,intolérance au glucose chez un non obèse (trouble),Existing localized concept
constatation clinique (constatation),32298001,infection intestinale à Trichomonas vaginalis (trouble),Existing localized concept
constatation clinique (constatation),32307003,polype d'un sinus paranasal (trouble),Existing localized concept
constatation clinique (constatation),32398004,bronchite (trouble),Existing localized concept
constatation clinique (constatation),32449007,intoxication par un vaccin bactérien (trouble),Existing localized concept
constatation clinique (constatation),32490005,ulcère duodénal aigu sans hémorragie ni perforation (trouble),Existing localized concept
constatation clinique (constatation),32566006,dysmétrie (constatation),Existing localized concept
constatation clinique (constatation),32574007,infarctus ancien du myocarde découvert par ECG et/ou un autre moyen d'investigation&#44; actuellement asymptomatique (trouble),Existing localized concept
constatation clinique (constatation),32605001,trouble néonatal transitoire de la coagulation (trouble),Existing localized concept
constatation clinique (constatation),32612005,troubles du métabolisme des purines (trouble),Existing localized concept
constatation clinique (constatation),32643003,syndrome de Hedblom (trouble),Existing localized concept
constatation clinique (constatation),32735002,encéphalite syphilitique congénitale (trouble),Existing localized concept
constatation clinique (constatation),32801008,pyélite aiguë (trouble),Existing localized concept
constatation clinique (constatation),32825000,perforation causée par un corps étranger laissé par inadvertance dans la plaie chirurgicale et/ou dans une cavité corporelle lors d'une intervention (trouble),Existing localized concept
constatation clinique (constatation),32895009,maladie héréditaire (trouble),Existing localized concept
constatation clinique (constatation),32904004,laryngite pneumococcique (trouble),Existing localized concept
constatation clinique (constatation),32916005,néphrosclérose (trouble),Existing localized concept
constatation clinique (constatation),33028007,vulvite aiguë (trouble),Existing localized concept
constatation clinique (constatation),33076008,hémimélie (trouble),Existing localized concept
constatation clinique (constatation),33177002,stade clinique IV C (constatation),Existing localized concept
constatation clinique (constatation),33183004,purpura thrombopénique postinfectieux (trouble),Existing localized concept
constatation clinique (constatation),33197007,réaction à une ponction spinale (trouble),Existing localized concept
constatation clinique (constatation),33211000,complication liée à une anesthésie (trouble),Existing localized concept
constatation clinique (constatation),33217001,caroténodermie (trouble),Existing localized concept
constatation clinique (constatation),33262002,arthrose touchant plusieurs localisations mais non généralisée (trouble),Existing localized concept
constatation clinique (constatation),33286000,trouble d'immunodéficience secondaire (trouble),Existing localized concept
constatation clinique (constatation),33308003,affection du dos (trouble),Existing localized concept
constatation clinique (constatation),33334006,corps étranger dans le tube digestif (trouble),Existing localized concept
constatation clinique (constatation),33339001,psoriasis avec arthropathie (trouble),Existing localized concept
constatation clinique (constatation),33369008,infestation par Rhipicephalus (trouble),Existing localized concept
constatation clinique (constatation),33449004,trouble de la personnalité (trouble),Existing localized concept
constatation clinique (constatation),33466002,flutter oculaire (constatation),Existing localized concept
constatation clinique (constatation),33558009,péricardite postradique (trouble),Existing localized concept
constatation clinique (constatation),33559001,syndrome d'hyperplasie pinéale et de diabète sucré (trouble),Existing localized concept
constatation clinique (constatation),33561005,avortement illégal avec insuffisance rénale aiguë (trouble),Existing localized concept
constatation clinique (constatation),33591000,thrombose des artères des membres (trouble),Existing localized concept
constatation clinique (constatation),33618002,cardite méningococcique (trouble),Existing localized concept
constatation clinique (constatation),33669002,diabète sucré prégestationnel et/ou intolérance au glucose classe D de la classification modifiée de White (trouble),Existing localized concept
constatation clinique (constatation),33701006,phlyctène de la face sans infection (trouble),Existing localized concept
constatation clinique (constatation),33778004,bruits bronchovésiculaires (constatation),Existing localized concept
constatation clinique (constatation),33839006,herpès génital (trouble),Existing localized concept
constatation clinique (constatation),33845003,effet idiosyncrasique d'un médicament (trouble),Existing localized concept
constatation clinique (constatation),33893009,Tuberculosis verrucosa cutis (trouble),Existing localized concept
constatation clinique (constatation),33902006,mal de l'air (constatation),Existing localized concept
constatation clinique (constatation),33907000,stade clinique III E (constatation),Existing localized concept
constatation clinique (constatation),33912004,déformation orbitaire causée par une maladie osseuse (trouble),Existing localized concept
constatation clinique (constatation),33937009,arthrite de Lyme (trouble),Existing localized concept
constatation clinique (constatation),33952002,arthrose localisée (trouble),Existing localized concept
constatation clinique (constatation),33983003,dépôt dentaire mou (trouble),Existing localized concept
constatation clinique (constatation),34000006,maladie de Crohn (trouble),Existing localized concept
constatation clinique (constatation),34014006,maladie virale (trouble),Existing localized concept
constatation clinique (constatation),34020007,pneumonie causée par un Streptococcus (trouble),Existing localized concept
constatation clinique (constatation),34047002,lésion de plusieurs organes intrathoraciques sans plaie ouverte dans la cavité (trouble),Existing localized concept
constatation clinique (constatation),34095006,déshydratation (trouble),Existing localized concept
constatation clinique (constatation),34184002,syndrome du corps calleux (trouble),Existing localized concept
constatation clinique (constatation),34209003,hémiplégie cérébrale (trouble),Existing localized concept
constatation clinique (constatation),34231006,pseudodiarrhée (constatation),Existing localized concept
constatation clinique (constatation),34242002,syphilis maternelle compliquant la grossesse&#44; l'accouchement et/ou la puerpéralité (trouble),Existing localized concept
constatation clinique (constatation),34270000,avortement spontané compliqué de choc (trouble),Existing localized concept
constatation clinique (constatation),34273003,cardiopathie hypertensive compliquant la puerpéralité et/ou exigeant des soins durant cette période (trouble),Existing localized concept
constatation clinique (constatation),34288008,pleurothotonos (constatation),Existing localized concept
constatation clinique (constatation),34298002,conjonctivite néonatale (trouble),Existing localized concept
constatation clinique (constatation),34320001,myélite tuberculeuse (trouble),Existing localized concept
constatation clinique (constatation),34335000,infection à Shigella du groupe B (trouble),Existing localized concept
constatation clinique (constatation),34361001,cataracte traumatique (trouble),Existing localized concept
constatation clinique (constatation),34371004,bronchiolite oblitérante subaiguë due à l'inhalation d'émanations et/ou de vapeurs chimiques (trouble),Existing localized concept
constatation clinique (constatation),34436003,sang dans l'urine (constatation),Existing localized concept
constatation clinique (constatation),34485008,diagnostic selon l'axe IV (trouble),Existing localized concept
constatation clinique (constatation),34627006,capacité de diffusion pulmonaire diminuée (constatation),Existing localized concept
constatation clinique (constatation),34701001,avortement illégal avec choc postopératoire (trouble),Existing localized concept
constatation clinique (constatation),34711008,décollement rétinien par traction (trouble),Existing localized concept
constatation clinique (constatation),34725009,intoxication par un vaccin contre la typhoïde et/ou contre la fièvre paratyphoïde (trouble),Existing localized concept
constatation clinique (constatation),34738001,réaction et/ou intoxication médicamenteuses spécifiques du nouveau-né (trouble),Existing localized concept
constatation clinique (constatation),34801009,grossesse extra-utérine (trouble),Existing localized concept
constatation clinique (constatation),34818008,diabète sucré prégestationnel et/ou intolérance au glucose classe B de la classification modifiée de White (trouble),Existing localized concept
constatation clinique (constatation),34836008,intoxication causée par un insecte (trouble),Existing localized concept
constatation clinique (constatation),34845009,endocardite méningococcique (trouble),Existing localized concept
constatation clinique (constatation),34898007,morphologie d'une colonie bactérienne (constatation),Existing localized concept
constatation clinique (constatation),34921009,ulcère peptique aigu avec perforation mais sans obstruction (trouble),Existing localized concept
constatation clinique (constatation),34923007,vomissement auto-provoqué (trouble),Existing localized concept
constatation clinique (constatation),34938008,trouble anxieux provoqué par l'alcool (trouble),Existing localized concept
constatation clinique (constatation),34964002,péritonite syphilitique (trouble),Existing localized concept
constatation clinique (constatation),35001004,réaction anaphylactoïde (trouble),Existing localized concept
constatation clinique (constatation),35010007,clonus à la fermeture de la cathode (constatation),Existing localized concept
constatation clinique (constatation),35023000,gastro-œsophagite (trouble),Existing localized concept
constatation clinique (constatation),35089004,infection urogénitale à Trichomonas vaginalis (trouble),Existing localized concept
constatation clinique (constatation),35125005,torsion augmentée (constatation),Existing localized concept
constatation clinique (constatation),35141006,affection du nerf cochléaire (constatation),Existing localized concept
constatation clinique (constatation),35168006,empyème aigu du sinus ethmoïdal (trouble),Existing localized concept
constatation clinique (constatation),35183001,otite moyenne transsudative aiguë (trouble),Existing localized concept
constatation clinique (constatation),35208003,dérèglement métabolique consécutif à une grossesse môlaire et/ou ectopique (trouble),Existing localized concept
constatation clinique (constatation),35255008,gonorrhée chez la mère compliquant la grossesse&#44; l'accouchement et/ou la puerpéralité (trouble),Existing localized concept
constatation clinique (constatation),35339003,peste pneumonique primaire (trouble),Existing localized concept
constatation clinique (constatation),35347003,accouchement retardé après rupture artificielle des membranes (trouble),Existing localized concept
constatation clinique (constatation),35402000,symptôme de la paupière et/ou de l'oeil (constatation),Existing localized concept
constatation clinique (constatation),35429005,angoisse d'anticipation (constatation),Existing localized concept
constatation clinique (constatation),35440002,stade clinique I D (constatation),Existing localized concept
constatation clinique (constatation),35455006,nécrose tubulaire aiguë (trouble),Existing localized concept
constatation clinique (constatation),35508004,signe du delta (constatation),Existing localized concept
constatation clinique (constatation),35515007,infestation par Ctenocephalides (trouble),Existing localized concept
constatation clinique (constatation),35526001,orchi-épididymite gonococcique chronique (trouble),Existing localized concept
constatation clinique (constatation),35542008,pyodermite chancreuse (trouble),Existing localized concept
constatation clinique (constatation),35585004,endométrite tuberculeuse (trouble),Existing localized concept
constatation clinique (constatation),35586003,piedra blanche (trouble),Existing localized concept
constatation clinique (constatation),35607004,trouble panique avec agoraphobie (trouble),Existing localized concept
constatation clinique (constatation),35608009,mortinaissance d'un foetus immature de sexe masculin (500 à 999 g) (constatation),Existing localized concept
constatation clinique (constatation),35620001,maladie causée par Phlebovirus (trouble),Existing localized concept
constatation clinique (constatation),35640008,encéphalite adénovirale aiguë (trouble),Existing localized concept
constatation clinique (constatation),35666006,pannus de la cornée (trouble),Existing localized concept
constatation clinique (constatation),35681000,ulcère peptique aigu avec perforation et obstruction (trouble),Existing localized concept
constatation clinique (constatation),35688006,complication liée aux soins médicaux (trouble),Existing localized concept
constatation clinique (constatation),35703006,hémoglobinurie froide paroxystique postvirale (trouble),Existing localized concept
constatation clinique (constatation),35728003,cardiomyopathie familiale (trouble),Existing localized concept
constatation clinique (constatation),35742006,syphilis congénitale (trouble),Existing localized concept
constatation clinique (constatation),35777006,mononeuropathie multiple du diabète (trouble),Existing localized concept
constatation clinique (constatation),35786001,tuberculome des méninges (trouble),Existing localized concept
constatation clinique (constatation),35876006,infection gonococcique oculaire (trouble),Existing localized concept
constatation clinique (constatation),35893006,kyste diaphragmatique (trouble),Existing localized concept
constatation clinique (constatation),35923002,sinusite maxillaire chronique (trouble),Existing localized concept
constatation clinique (constatation),35957005,infection à Syngamus (trouble),Existing localized concept
constatation clinique (constatation),35974005,gastroentérite cryptococcique (trouble),Existing localized concept
constatation clinique (constatation),35984006,tuberculose de la colonne vertébrale (trouble),Existing localized concept
constatation clinique (constatation),36102002,syndrome de Waterhouse-Friderichsen (trouble),Existing localized concept
constatation clinique (constatation),36138009,immunodéficience congénitale (trouble),Existing localized concept
constatation clinique (constatation),36188001,shigellose (trouble),Existing localized concept
constatation clinique (constatation),36193003,syndrome de l'embryopathie à la thalidomide (trouble),Existing localized concept
constatation clinique (constatation),36198007,victime d'un accident d'automobile et/ou de la circulation (constatation),Existing localized concept
constatation clinique (constatation),36221001,cardiopathie hypertensive bénigne (trouble),Existing localized concept
constatation clinique (constatation),36225005,insuffisance rénale aiguë causée par une intervention (trouble),Existing localized concept
constatation clinique (constatation),36269003,chéilodynie (trouble),Existing localized concept
constatation clinique (constatation),36276008,névrite rétrobulbaire syphilitique (trouble),Existing localized concept
constatation clinique (constatation),36292003,otite externe zostérienne (trouble),Existing localized concept
constatation clinique (constatation),36309003,arthrite pneumococcique (trouble),Existing localized concept
constatation clinique (constatation),36315003,cardiopathie hypertensive maligne sans insuffisance cardiaque congestive (trouble),Existing localized concept
constatation clinique (constatation),36334003,infection à Hymenolepis diminuta (trouble),Existing localized concept
constatation clinique (constatation),36355001,absorption intestinale anormale (constatation),Existing localized concept
constatation clinique (constatation),36358004,conduction cardiaque anormale (constatation),Existing localized concept
constatation clinique (constatation),36363000,mucocèle d'une bronche (trouble),Existing localized concept
constatation clinique (constatation),36406009,infection croisée (trouble),Existing localized concept
constatation clinique (constatation),36474008,dépression majeure récurrente sévère sans caractéristiques psychotiques (trouble),Existing localized concept
constatation clinique (constatation),36529003,infection intestinale à Morganella morganii (trouble),Existing localized concept
constatation clinique (constatation),36558000,fœtus ou nouveau-né affecté par de l'alcool transmis par le placenta et/ou le lait maternel (trouble),Existing localized concept
constatation clinique (constatation),36568005,syndrome urémique hémolytique de l'enfance (trouble),Existing localized concept
constatation clinique (constatation),36649002,clonus (constatation),Existing localized concept
constatation clinique (constatation),36653000,rubéole (trouble),Existing localized concept
constatation clinique (constatation),36689008,pyélonéphrite aiguë (trouble),Existing localized concept
constatation clinique (constatation),36752001,splénomégalie congénitale (trouble),Existing localized concept
constatation clinique (constatation),36753006,pseudotuberculose (trouble),Existing localized concept
constatation clinique (constatation),36785009,syndrome du gyrus angulaire avec aphasie (trouble),Existing localized concept
constatation clinique (constatation),36789003,gastroentérite infectieuse aiguë (trouble),Existing localized concept
constatation clinique (constatation),36866003,paracoccidioïdomycose cutanéo-muqueuse lymphangitique (trouble),Existing localized concept
constatation clinique (constatation),36868002,biorythme anormal (constatation),Existing localized concept
constatation clinique (constatation),36871005,embryopathie causée par l'acide rétinoïque (trouble),Existing localized concept
constatation clinique (constatation),36902003,fistule mastoïdienne (trouble),Existing localized concept
constatation clinique (constatation),36923009,dépression majeure&#44; épisode isolé (trouble),Existing localized concept
constatation clinique (constatation),36948007,fasciite (trouble),Existing localized concept
constatation clinique (constatation),36971009,sinusite (trouble),Existing localized concept
constatation clinique (constatation),36989005,oreillons (trouble),Existing localized concept
constatation clinique (constatation),36994005,perte transitoire de vision (trouble),Existing localized concept
constatation clinique (constatation),37028008,tabès juvénile (trouble),Existing localized concept
constatation clinique (constatation),37031009,mal des transports (constatation),Existing localized concept
constatation clinique (constatation),37042000,psoriasis en gouttes (trouble),Existing localized concept
constatation clinique (constatation),37050009,toxicité d'un congénère (trouble),Existing localized concept
constatation clinique (constatation),37064009,hyperprotéinémie (trouble),Existing localized concept
constatation clinique (constatation),37109004,maladie à virus Ebola (trouble),Existing localized concept
constatation clinique (constatation),37133005,pyélite tuberculeuse (trouble),Existing localized concept
constatation clinique (constatation),37151006,érythromélalgie (trouble),Existing localized concept
constatation clinique (constatation),37156001,affection de la mâchoire (trouble),Existing localized concept
constatation clinique (constatation),37224001,vomissements psychogènes (trouble),Existing localized concept
constatation clinique (constatation),37260006,tuberculose congénitale (trouble),Existing localized concept
constatation clinique (constatation),37292007,atrophie jaune aiguë du foie consécutive à une grossesse môlaire et/ou ectopique (trouble),Existing localized concept
constatation clinique (constatation),37323009,herpès simplex récurrent (trouble),Existing localized concept
constatation clinique (constatation),37430004,syphilis synoviale (trouble),Existing localized concept
constatation clinique (constatation),37458007,appréciation du résultat : complication évitable&#44; erreur technique (constatation),Existing localized concept
constatation clinique (constatation),37475001,synesthésialgie (constatation),Existing localized concept
constatation clinique (constatation),37494006,débit expiratoire de pointe augmenté (constatation),Existing localized concept
